"Chapter","Expansion","Kind","Category","Tier","Name","ReqLevel","ItemLevel","Link"
"6","Dawntrail (7.0)","Dungeon","Dungeon","Dungeon","Worqor Zormor","93","635","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/3234aee78f4/"
"6","Dawntrail (7.0)","Dungeon","Dungeon","Dungeon","The Skydeep Cenote","95","640","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/e96880d0f74/"
"6","Dawntrail (7.0)","Dungeon","Dungeon","Dungeon","Vanguard","97","645","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/fde94d8793d/"
"6","Dawntrail (7.0)","Dungeon","Dungeon","Dungeon","Origenics","99","650","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/5fed58bd8cb/"
"6","Dawntrail (7.0)","Dungeon","Dungeon","Dungeon","Alexandria","100","670","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/1e2a6c0010b/"
"6","Dawntrail (7.0)","Dungeon","Dungeon","Dungeon","Tender Valley","100","670","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/915e0e65c0c/"
"6","Dawntrail (7.0)","Dungeon","Dungeon","Dungeon","The Strayborough Deadwalk","100","670","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/cd523999c2e/"
"6","Dawntrail (7.0)","Dungeon","Dungeon","Dungeon","Yuweyawata Field Station","100","690","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/d6db03218c4/"
"6","Dawntrail (7.0)","Dungeon","Dungeon","Dungeon","The Underkeep","100","705","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/25a4d40f3f1/"
"6","Dawntrail (7.0)","Dungeon","Dungeon","Dungeon","The Meso Terminal","100","720","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/abbf8a4eef4/"
"6","Dawntrail (7.0)","Dungeon","Dungeon","Dungeon","Mistwake","100","735","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/6a4b324a5c5/"
"6","Dawntrail (7.0)","Dungeon","Dungeon","Dungeon","The Clyteum","100","750","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/9b60aea1679/"
"6","Dawntrail (7.0)","Duty","Raids","Raid-Normal","AAC Light-heavyweight M1","100","685","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/cc1de0a3c10/"
"6","Dawntrail (7.0)","Duty","Raids","Raid-Normal","AAC Light-heavyweight M2","100","685","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/6eb0b53fed5/"
"6","Dawntrail (7.0)","Duty","Raids","Raid-Normal","AAC Light-heavyweight M3","100","685","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/107e7c1240f/"
"6","Dawntrail (7.0)","Duty","Raids","Raid-Normal","AAC Light-heavyweight M4","100","685","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/d247d8e66b5/"
"6","Dawntrail (7.0)","Duty","Raids","Raid-Normal","AAC Cruiserweight M1","100","715","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/ab1b1344b17/"
"6","Dawntrail (7.0)","Duty","Raids","Raid-Normal","AAC Cruiserweight M2","100","715","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/708f405c964/"
"6","Dawntrail (7.0)","Duty","Raids","Raid-Normal","AAC Cruiserweight M3","100","715","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/9f10feac1d7/"
"6","Dawntrail (7.0)","Duty","Raids","Raid-Normal","AAC Cruiserweight M4","100","715","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/435f30bec71/"
"6","Dawntrail (7.0)","Duty","Raids","Raid-Normal","AAC Heavyweight M1","100","745","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/6da40c894e4/"
"6","Dawntrail (7.0)","Duty","Raids","Raid-Normal","AAC Heavyweight M2","100","745","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/34c67ccecb0/"
"6","Dawntrail (7.0)","Duty","Raids","Raid-Normal","AAC Heavyweight M3","100","745","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/670eb3e2b6a/"
"6","Dawntrail (7.0)","Duty","Raids","Raid-Normal","AAC Heavyweight M4","100","745","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/6e8717f3032/"
"6","Dawntrail (7.0)","Duty","Raids","Raid-Savage","AAC Light-heavyweight M1 (Savage)","100","700","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/07948fe0134/"
"6","Dawntrail (7.0)","Duty","Raids","Raid-Savage","AAC Light-heavyweight M2 (Savage)","100","705","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/9b007f16ff1/"
"6","Dawntrail (7.0)","Duty","Raids","Raid-Savage","AAC Light-heavyweight M3 (Savage)","100","710","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/c0e63a9310f/"
"6","Dawntrail (7.0)","Duty","Raids","Raid-Savage","AAC Light-heavyweight M4 (Savage)","100","710","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/34b593269b4/"
"6","Dawntrail (7.0)","Duty","Raids","Raid-Savage","AAC Cruiserweight M1 (Savage)","100","730","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/44ba561a03b/"
"6","Dawntrail (7.0)","Duty","Raids","Raid-Savage","AAC Cruiserweight M2 (Savage)","100","735","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/758b74dc0be/"
"6","Dawntrail (7.0)","Duty","Raids","Raid-Savage","AAC Cruiserweight M3 (Savage)","100","740","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/4ff435d67fa/"
"6","Dawntrail (7.0)","Duty","Raids","Raid-Savage","AAC Cruiserweight M4 (Savage)","100","740","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/e9a3fbb3112/"
"6","Dawntrail (7.0)","Duty","Raids","Raid-Savage","AAC Heavyweight M1 (Savage)","100","760","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/3ea058f9348/"
"6","Dawntrail (7.0)","Duty","Raids","Raid-Savage","AAC Heavyweight M2 (Savage)","100","765","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/dfd2edd76f7/"
"6","Dawntrail (7.0)","Duty","Raids","Raid-Savage","AAC Heavyweight M3 (Savage)","100","770","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/83e7eae649b/"
"6","Dawntrail (7.0)","Duty","Raids","Raid-Savage","AAC Heavyweight M4 (Savage)","100","770","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/55f77a8592c/"
"6","Dawntrail (7.0)","Duty","Trials","Trial-Extreme","Everkeep (Extreme)","100","690","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/515c012009a/"
"6","Dawntrail (7.0)","Duty","Trials","Trial-Extreme","Worqor Lar Dor (Extreme)","100","690","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/ccc7473c187/"
"6","Dawntrail (7.0)","Duty","Trials","Trial-Extreme","Recollection (Extreme)","100","730","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/f68051c8d60/"
"6","Dawntrail (7.0)","Duty","Trials","Trial-Extreme","The Windward Wilds (Extreme)","100","740","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/6a12ba25136/"
"6","Dawntrail (7.0)","Duty","Trials","Trial-Extreme","Hell on Rails (Extreme)","100","760","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/f6df7a9a911/"
"6","Dawntrail (7.0)","Duty","Trials","Trial-Extreme","The Unmaking (Extreme)","100","770","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/3fb8752a6df/"
"6","Dawntrail (7.0)","Duty","Trials","Trial-Normal","Worqor Lar Dor","93",,"https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/2fc80be63e2/"
"6","Dawntrail (7.0)","Duty","Trials","Trial-Normal","Everkeep","99",,"https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/72c4bd9bafa/"
"6","Dawntrail (7.0)","Duty","Trials","Trial-Normal","The Interphos","100","670","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/ba0e236d90e/"
"6","Dawntrail (7.0)","Duty","Trials","Trial-Normal","The Minstrel's Ballad: Sphene's Burden","100","710","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/aa6e7d00035/"
"6","Dawntrail (7.0)","Duty","Trials","Trial-Normal","Recollection","100","715","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/7b8ecdbd6af/"
"6","Dawntrail (7.0)","Duty","Trials","Trial-Normal","The Ageless Necropolis","100","725","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/8fc44efcf27/"
"6","Dawntrail (7.0)","Duty","Trials","Trial-Normal","The Windward Wilds","100","725","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/5c0593fafa3/"
"6","Dawntrail (7.0)","Duty","Trials","Trial-Normal","The Minstrel's Ballad: Necron's Embrace","100","740","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/403fcc21435/"
"6","Dawntrail (7.0)","Duty","Trials","Trial-Normal","Hell on Rails","100","745","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/2db4beb1880/"
"6","Dawntrail (7.0)","Duty","Trials","Trial-Normal","The Unmaking","100","755","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/34eee313091/"
"6","Dawntrail (7.0)","Duty","Trials","Trial-Unreal","Shinryu's Domain (Unreal)","100","690","https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/7b80a63cb62/"
"6","Dawntrail (7.0)","Duty","Ultimate","Ultimate","Dancing Mad (Ultimate)","100",,"https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/71401e7e274/"
"6","Dawntrail (7.0)","Duty","Ultimate","Ultimate","Futures Rewritten (Ultimate)","100",,"https://na.finalfantasyxiv.com/lodestone/playguide/db/duty/d7ca52c7e6c/"
